quarter_date,hb_code,hb_name,loc_code,loc_name,measure,stays,los,avlos,sex,age
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,85,235,2.76470588235294,Male,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,168,506,3.01190476190476,Male,30-39
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,149,510,3.42281879194631,Male,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,160,535,3.34375,Male,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,125,553,4.424,Male,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,192,1510,7.86458333333333,Male,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,220,893,4.05909090909091,Male,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,203,804,3.96059113300493,Male,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,195,575,2.94871794871795,Male,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,387,1298,3.35400516795866,Male,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,411,1790,4.35523114355231,Male,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,414,1586,3.83091787439614,Male,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,366,1824,4.98360655737705,Male,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,479,2459,5.13361169102296,Male,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,483,2391,4.95031055900621,Male,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,500,2489,4.978,Male,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,486,2902,5.97119341563786,Male,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,377,1940,5.14588859416446,Male,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,343,1782,5.19533527696793,Male,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,423,1951,4.61229314420804,Male,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,381,1692,4.44094488188976,Male,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,141,1019,7.22695035460993,Male,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,153,789,5.15686274509804,Male,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,128,641,5.0078125,Male,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,132,585,4.43181818181818,Male,80-89
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,10,175,17.5,Male,90+
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,10,147,14.7,Male,90+
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,10,23,2.3,Male,90+
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital,Elective Inpatients,20,60,3,Male,90+
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Female,10-19
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,0,5,,Female,10-19
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Female,10-19
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Female,10-19
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,10,5,0.5,Female,20-29
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,25,47,1.88,Female,20-29
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,15,12,0.8,Female,20-29
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,15,47,3.13333333333333,Female,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,25,53,2.12,Female,30-39
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,30,63,2.1,Female,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,32,1.6,Female,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,25,1.25,Female,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,35,119,3.4,Female,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,50,130,2.6,Female,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,55,111,2.01818181818182,Female,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,35,137,3.91428571428571,Female,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,80,177,2.2125,Female,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,85,224,2.63529411764706,Female,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,90,224,2.48888888888889,Female,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,75,177,2.36,Female,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,90,332,3.68888888888889,Female,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,120,316,2.63333333333333,Female,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,125,383,3.064,Female,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,110,356,3.23636363636364,Female,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,95,368,3.87368421052632,Female,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,125,542,4.336,Female,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,140,488,3.48571428571429,Female,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,120,443,3.69166666666667,Female,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,45,166,3.68888888888889,Female,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,75,255,3.4,Female,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,95,371,3.90526315789474,Female,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,75,334,4.45333333333333,Female,80-89
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Female,90+
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,10,2,Female,90+
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,0,5,,Female,90+
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,40,8,Female,90+
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,14,2.8,Male,10-19
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,0,5,,Male,10-19
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Male,10-19
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,5,1,Male,10-19
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,15,20,1.33333333333333,Male,20-29
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,18,0.9,Male,20-29
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,13,0.65,Male,20-29
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,15,20,1.33333333333333,Male,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,28,1.4,Male,30-39
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,30,40,1.33333333333333,Male,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,25,21,0.84,Male,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,20,53,2.65,Male,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,35,83,2.37142857142857,Male,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,30,61,2.03333333333333,Male,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,90,86,0.955555555555556,Male,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,40,51,1.275,Male,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,85,152,1.78823529411765,Male,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,90,213,2.36666666666667,Male,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,105,214,2.03809523809524,Male,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,85,207,2.43529411764706,Male,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,120,327,2.725,Male,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,135,369,2.73333333333333,Male,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,165,556,3.36969696969697,Male,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,180,446,2.47777777777778,Male,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,155,334,2.15483870967742,Male,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,200,505,2.525,Male,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,190,487,2.56315789473684,Male,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,190,495,2.60526315789474,Male,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,65,171,2.63076923076923,Male,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,80,262,3.275,Male,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,100,243,2.43,Male,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,80,392,4.9,Male,80-89
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,6,1.2,Male,90+
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,16,3.2,Male,90+
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,16,3.2,Male,90+
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital,Elective Inpatients,5,30,6,Male,90+
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Female,10-19
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Female,10-19
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Female,10-19
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Female,20-29
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Female,20-29
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,0,0,Female,20-29
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Female,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Female,30-39
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,10,0.666666666666667,Female,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Female,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,20,2,Female,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,15,0.75,Female,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,15,0.75,Female,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Female,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,15,1,Female,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,21,25,1.19047619047619,Female,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,31,35,1.12903225806452,Female,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,15,1,Female,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,20,1,Female,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,26,25,0.961538461538462,Female,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,27,25,0.925925925925926,Female,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,22,35,1.59090909090909,Female,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,25,1.25,Female,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,20,1,Female,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,27,25,0.925925925925926,Female,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,32,45,1.40625,Female,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,15,1,Female,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Female,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,15,1.5,Female,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,25,2.5,Female,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Female,80-89
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Female,90+
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,0,0,Female,90+
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Male,10-19
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Male,10-19
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,0,0,,Male,10-19
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,20-29
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,20-29
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,20-29
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,0,0,Male,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,30-39
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,5,0.5,Male,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,5,5,1,Male,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,23,15,0.652173913043478,Male,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,22,15,0.681818181818182,Male,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,20,1,Male,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,32,25,0.78125,Male,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,10,0.5,Male,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,15,1,Male,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,24,25,1.04166666666667,Male,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,20,1,Male,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,25,1.25,Male,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,15,1,Male,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,20,20,1,Male,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,15,34,2.26666666666667,Male,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,15,1.5,Male,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,G207H,Stobhill Hospital,Elective Inpatients,10,10,1,Male,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Female,20-29
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Female,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,5,,Female,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,5,,Female,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,6,1.2,Female,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,30,,Female,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,0,0,Female,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,0,0,Female,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,30,6,Female,60-69
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Female,60-69
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,0,0,Female,60-69
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,0,0,Female,60-69
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,35,7,Female,70-79
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Female,70-79
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,15,3,Female,70-79
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,5,1,Female,70-79
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,5,1,Female,80-89
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,15,3,Female,80-89
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,5,1,Female,80-89
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,20,4,Female,80-89
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,10-19
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,10-19
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,0,0,Male,20-29
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,30-39
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,30-39
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,30-39
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,15,,Male,40-49
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,5,,Male,40-49
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,40-49
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,40-49
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,10,2,Male,50-59
2018-06-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,10,,Male,50-59
2018-09-30,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,25,,Male,50-59
2018-12-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,0,0,,Male,50-59
2018-03-31,S08000021,NHS Greater Glasgow & Clyde,C206H,Vale of Leven General Hospital,Elective Inpatients,5,10,2,Male,60-69
