PaidDateMonth,HB2014Name,GPPracticeName,BNFItemCode,BNFItemDescription,NumberOfPaidItems
2019-07-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,10
2019-07-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,64
2019-07-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-07-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,35
2019-07-01,NHS Ayrshire and Arran,THE FULLARTON MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Ayrshire and Arran,BALLANTRAE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-07-01,NHS Borders,ROXBURGH STREET SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Borders,ROXBURGH STREET SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,25
2019-07-01,NHS Borders,ROXBURGH STREET SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-07-01,NHS Borders,ROXBURGH STREET SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,19
2019-07-01,NHS Borders,ROXBURGH STREET SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-07-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-07-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,58
2019-07-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,18
2019-07-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,74
2019-07-01,NHS Borders,JEDBURGH MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Borders,NEWCASTLETON MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,14
2019-07-01,NHS Borders,NEWCASTLETON MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,1
2019-07-01,NHS Borders,EILDON SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-07-01,NHS Borders,EILDON SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,52
2019-07-01,NHS Borders,EILDON SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-07-01,NHS Borders,EILDON SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,28
2019-07-01,NHS Borders,EILDON SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,11
2019-07-01,NHS Borders,MERSE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-07-01,NHS Borders,MERSE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,70
2019-07-01,NHS Borders,MERSE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,12
2019-07-01,NHS Borders,MERSE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,48
2019-07-01,NHS Borders,MERSE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,10
2019-07-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,80
2019-07-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-07-01,NHS Borders,SELKIRK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,89
2019-07-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-07-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,59
2019-07-01,NHS Borders,SELKIRK MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,11
2019-07-01,NHS Borders,ST RONAN'S PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,40
2019-07-01,NHS Borders,ST RONAN'S PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,18
2019-07-01,NHS Borders,ST RONAN'S PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-07-01,NHS Borders,KELSO MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,13
2019-07-01,NHS Borders,KELSO MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,92
2019-07-01,NHS Borders,KELSO MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,8
2019-07-01,NHS Borders,KELSO MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,96
2019-07-01,NHS Borders,KELSO MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,23
2019-07-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,7
2019-07-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,45
2019-07-01,NHS Borders,O'CONNELL STREET MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,11
2019-07-01,NHS Borders,THE NEIDPATH PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-07-01,NHS Borders,THE NEIDPATH PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,50
2019-07-01,NHS Borders,THE NEIDPATH PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-07-01,NHS Borders,THE NEIDPATH PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,29
2019-07-01,NHS Borders,THE NEIDPATH PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-07-01,NHS Dumfries and Galloway,LOCHINCH PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-07-01,NHS Dumfries and Galloway,LOCHINCH PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-07-01,NHS Dumfries and Galloway,LOCHINCH PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,26
2019-07-01,NHS Dumfries and Galloway,LOCHINCH PRACTICE,20020200810,KNIT-BAND 5CM X 4M KTD POLYAM & CELLULOSE CONTR BAND,1
2019-07-01,NHS Dumfries and Galloway,LOCHINCH PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Dumfries and Galloway,LOCH REE PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,3
2019-07-01,NHS Dumfries and Galloway,LOCH REE PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,20
2019-07-01,NHS Dumfries and Galloway,LOCH REE PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-07-01,NHS Dumfries and Galloway,LOCH REE PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,43
2019-07-01,NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Dumfries and Galloway,LOCH REE PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,23
2019-07-01,NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-07-01,NHS Dumfries and Galloway,MULL OF GALLOWAY PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,2
2019-07-01,NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-07-01,NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,12
2019-07-01,NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-07-01,NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,44
2019-07-01,NHS Dumfries and Galloway,CAIRNSMORE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,15
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,6
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,34
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,9
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,65
2019-07-01,NHS Dumfries and Galloway,CASTLE DOUGLAS MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,29
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,9
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,20
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,42
2019-07-01,NHS Dumfries and Galloway,SOLWAY MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,29
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0208020Y0BBACAC,XARELTO_TAB 20MG,12
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0208020Z0BBABAB,ELIQUIS_TAB 5MG,39
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,17
2019-07-01,NHS Dumfries and Galloway,"DRS OLIVER, GREELEY, INNES & SPRATT",21480000100,FREESTYLE LIBRE SENSOR KIT,14
2019-07-01,NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,12
2019-07-01,NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,20
2019-07-01,NHS Dumfries and Galloway,GLENKENS MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-07-01,NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-07-01,NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,13
2019-07-01,NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,28
2019-07-01,NHS Dumfries and Galloway,DALBEATTIE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,24
2019-07-01,NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-07-01,NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-07-01,NHS Dumfries and Galloway,SHEBBURN MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,21
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,0208020Y0BBACAC,XARELTO_TAB 20MG,52
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,9
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,37
2019-07-01,NHS Forth Valley,HEALTH CENTRE PRACTICE 2,21480000100,FREESTYLE LIBRE SENSOR KIT,30
2019-07-01,NHS Forth Valley,THE WHINS MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,22
2019-07-01,NHS Forth Valley,THE WHINS MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-07-01,NHS Forth Valley,THE WHINS MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,31
2019-07-01,NHS Forth Valley,THE WHINS MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,21
2019-07-01,NHS Forth Valley,ALVA MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,70
2019-07-01,NHS Forth Valley,ALVA MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,8
2019-07-01,NHS Forth Valley,ALVA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Forth Valley,ALVA MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,33
2019-07-01,NHS Forth Valley,ALVA MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,37
2019-07-01,NHS Forth Valley,BALFRON HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,20
2019-07-01,NHS Forth Valley,BALFRON HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,4
2019-07-01,NHS Forth Valley,BALFRON HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-07-01,NHS Forth Valley,BALFRON HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,9
2019-07-01,NHS Forth Valley,EDENKILN SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-07-01,NHS Forth Valley,EDENKILN SURGERY,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-07-01,NHS Forth Valley,EDENKILN SURGERY,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,4
2019-07-01,NHS Forth Valley,EDENKILN SURGERY,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Forth Valley,FORTHVIEW PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,23
2019-07-01,NHS Forth Valley,FORTHVIEW PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,2
2019-07-01,NHS Forth Valley,FORTHVIEW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,1
2019-07-01,NHS Forth Valley,FORTHVIEW PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,21
2019-07-01,NHS Forth Valley,FORTHVIEW PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,16
2019-07-01,NHS Forth Valley,THE RICHMOND PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,29
2019-07-01,NHS Forth Valley,THE RICHMOND PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-07-01,NHS Forth Valley,THE RICHMOND PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,10
2019-07-01,NHS Forth Valley,THE RICHMOND PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,28
2019-07-01,NHS Forth Valley,KINGLASS MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,14
2019-07-01,NHS Forth Valley,KINGLASS MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Forth Valley,KINGLASS MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,11
2019-07-01,NHS Forth Valley,KINGLASS MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,41
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,12
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,32
2019-07-01,NHS Forth Valley,BRIDGE OF ALLAN HEALTH CENTRE,21480000100,FREESTYLE LIBRE SENSOR KIT,19
2019-07-01,NHS Forth Valley,CALLANDER MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,4
2019-07-01,NHS Forth Valley,CALLANDER MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,7
2019-07-01,NHS Forth Valley,CALLANDER MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Forth Valley,CALLANDER MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-07-01,NHS Grampian,GARTHDEE MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,41
2019-07-01,NHS Grampian,GARTHDEE MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-07-01,NHS Grampian,GARTHDEE MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-07-01,NHS Grampian,GARTHDEE MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,33
2019-07-01,NHS Grampian,GARTHDEE MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,6
2019-07-01,NHS Grampian,HOLBURN MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,65
2019-07-01,NHS Grampian,HOLBURN MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Grampian,HOLBURN MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,15
2019-07-01,NHS Grampian,HOLBURN MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,34
2019-07-01,NHS Grampian,HOLBURN MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,52
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,22
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,3
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,70
2019-07-01,NHS Grampian,DENBURN MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,11
2019-07-01,NHS Grampian,WHINHILL MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,18
2019-07-01,NHS Grampian,WHINHILL MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Grampian,WHINHILL MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,11
2019-07-01,NHS Grampian,WHINHILL MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,24
2019-07-01,NHS Grampian,WHINHILL MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,8
2019-07-01,NHS Grampian,ELMBANK GROUP PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,55
2019-07-01,NHS Grampian,ELMBANK GROUP PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-07-01,NHS Grampian,ELMBANK GROUP PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,18
2019-07-01,NHS Grampian,ELMBANK GROUP PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,46
2019-07-01,NHS Grampian,ELMBANK GROUP PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,17
2019-07-01,NHS Grampian,HAMILTON MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,38
2019-07-01,NHS Grampian,HAMILTON MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Grampian,HAMILTON MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-07-01,NHS Grampian,HAMILTON MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,7
2019-07-01,NHS Grampian,HAMILTON MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-07-01,NHS Grampian,BUCKSBURN MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,7
2019-07-01,NHS Grampian,BUCKSBURN MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,33
2019-07-01,NHS Grampian,BUCKSBURN MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,4
2019-07-01,NHS Grampian,WESTBURN MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,17
2019-07-01,NHS Grampian,WESTBURN MEDICAL GROUP,0208020Y0BBACAC,XARELTO_TAB 20MG,2
2019-07-01,NHS Grampian,WESTBURN MEDICAL GROUP,0208020Z0BBABAB,ELIQUIS_TAB 5MG,10
2019-07-01,NHS Grampian,WESTBURN MEDICAL GROUP,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,31
2019-07-01,NHS Grampian,WESTBURN MEDICAL GROUP,21480000100,FREESTYLE LIBRE SENSOR KIT,5
2019-07-01,NHS Grampian,NEW DYCE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,43
2019-07-01,NHS Grampian,NEW DYCE MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Grampian,NEW DYCE MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,21
2019-07-01,NHS Grampian,NEW DYCE MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,46
2019-07-01,NHS Grampian,NEW DYCE MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,10
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,19
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,11
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,2
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,24
2019-07-01,NHS Grampian,TORRY MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,3
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,23
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,0208020Y0BBACAC,XARELTO_TAB 20MG,1
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,5
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,0208020Z0BBABAB,ELIQUIS_TAB 5MG,1
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,0302000C0BQAABX,FOSTAIR_INH 100MCG/6MCG (120D) CFF,5
2019-07-01,NHS Highland,THURSO & HALKIRK MEDICAL PRACTICE,21480000100,FREESTYLE LIBRE SENSOR KIT,7
2019-07-01,NHS Highland,RIVERBANK SURGERY,0208020Y0BBACAC,XARELTO_TAB 20MG,42
