quarter_date,hb_code,hb_name,loc_code,loc_name,measure,eps,los,avlos
30/06/2015,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6177,14732,2.384976526
30/09/2015,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6260,14614,2.334504792
31/12/2015,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6222,18224,2.928961749
31/03/2016,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6405,16628,2.596096799
30/06/2016,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6210,15681,2.525120773
30/09/2016,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6125,14556,2.376489796
31/12/2016,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6172,15012,2.432274789
31/03/2017,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6275,15525,2.474103586
30/06/2017,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6361,15220,2.392705549
30/09/2017,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6135,13943,2.272697637
31/12/2017,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6131,14484,2.362420486
31/03/2018,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6314,16395,2.596610706
30/06/2018,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6237,15867,2.544011544
30/09/2018,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6286,14441,2.297327394
31/12/2018,S08000022,NHS Highland,S08000022,NHS Highland,Emergency Inpatients,6252,15755,2.519993602
30/06/2014,S08000022,NHS Highland,NA,Other,Emergency Inpatients,0,36,NA
31/12/2014,S08000022,NHS Highland,NA,Other,Emergency Inpatients,0,0,NA
31/03/2016,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,6,1.2
30/06/2016,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,13,2.6
30/09/2016,S08000022,NHS Highland,NA,Other,Emergency Inpatients,0,0,NA
31/12/2016,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,20,4
31/03/2017,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,5,1
30/06/2017,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,5,1
30/09/2017,S08000022,NHS Highland,NA,Other,Emergency Inpatients,5,10,2
31/12/2017,S08000022,NHS Highland,NA,Other,Emergency Inpatients,15,46,3.066666667
31/03/2018,S08000022,NHS Highland,NA,Other,Emergency Inpatients,10,17,1.7
30/06/2018,S08000022,NHS Highland,NA,Other,Emergency Inpatients,20,42,2.1
30/09/2018,S08000022,NHS Highland,NA,Other,Emergency Inpatients,21,40,1.904761905
31/12/2018,S08000022,NHS Highland,NA,Other,Emergency Inpatients,24,66,2.75
31/12/2013,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,16584,51088,3.080559575
31/03/2014,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,16655,51639,3.100510357
30/06/2014,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,16863,50377,2.987428097
30/09/2014,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,17029,51739,3.038287627
31/12/2014,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,16887,51810,3.068040505
31/03/2015,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,17917,50371,2.811352347
30/06/2015,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,17651,47866,2.711801031
30/09/2015,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,17975,45285,2.519332406
31/12/2015,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,17403,46945,2.697523416
31/03/2016,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18688,48569,2.598940497
30/06/2016,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18850,45049,2.389867374
30/09/2016,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18740,43431,2.31755603
31/12/2016,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18262,40481,2.216679444
31/03/2017,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18369,39921,2.173281071
30/06/2017,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18619,40094,2.153391697
30/09/2017,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18720,37742,2.016132479
31/12/2017,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,19126,39812,2.081564363
31/03/2018,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,19383,38514,1.986998917
30/06/2018,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,18938,35101,1.853469215
30/09/2018,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,19031,37103,1.949608533
31/12/2018,S08000023,NHS Lanarkshire,S08000023,NHS Lanarkshire,Emergency Inpatients,19459,38319,1.969217329
31/12/2013,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,8852,23635,2.670018075
31/03/2014,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,8797,23965,2.724224167
30/06/2014,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,8968,22580,2.517841213
30/09/2014,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,8995,24161,2.686047804
31/12/2014,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9095,25665,2.821880154
31/03/2015,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9939,22740,2.287956535
30/06/2015,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9670,22982,2.376628749
30/09/2015,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9664,21067,2.179946192
31/12/2015,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9272,23526,2.537316652
31/03/2016,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10094,23593,2.337329106
30/06/2016,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9966,20613,2.06833233
30/09/2016,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9987,21391,2.14188445
31/12/2016,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9864,19485,1.975364964
31/03/2017,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9764,17725,1.815342073
30/06/2017,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10052,18483,1.838738559
30/09/2017,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10001,17293,1.729127087
31/12/2017,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10279,17721,1.724000389
31/03/2018,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10213,18228,1.784784099
30/06/2018,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9837,16753,1.703059876
30/09/2018,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,9995,17332,1.734067034
31/12/2018,S08000023,NHS Lanarkshire,S12000044,North Lanarkshire,Emergency Inpatients,10341,18440,1.783193115
31/12/2013,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,0,5,NA
31/03/2014,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,0,5,NA
30/06/2014,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,5,1
30/09/2014,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,5,1
31/12/2014,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,5,1
31/03/2015,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,5,1
30/06/2015,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,7,1.4
30/09/2015,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,16,3.2
31/12/2015,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,5,10,2
31/03/2016,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,10,37,3.7
30/06/2016,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,10,11,1.1
30/09/2016,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,10,12,1.2
31/12/2016,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,10,32,3.2
31/03/2017,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,20,22,1.1
30/06/2017,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,21,20,0.952380952
30/09/2017,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,22,37,1.681818182
31/12/2017,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,31,67,2.161290323
31/03/2018,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,33,47,1.424242424
30/06/2018,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,59,109,1.847457627
30/09/2018,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,59,119,2.016949153
31/12/2018,S08000023,NHS Lanarkshire,NA,Other,Emergency Inpatients,81,101,1.24691358
31/12/2013,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7730,27450,3.551099612
31/03/2014,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7855,27668,3.522342457
30/06/2014,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7890,27792,3.52243346
30/09/2014,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8030,27573,3.433748443
31/12/2014,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7790,26140,3.355584082
31/03/2015,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7975,27628,3.464326019
30/06/2015,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,7980,24877,3.117418546
30/09/2015,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8310,24202,2.912394705
31/12/2015,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8125,23405,2.880615385
31/03/2016,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8580,24939,2.906643357
30/06/2016,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8875,24425,2.752112676
30/09/2016,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8745,22028,2.5189251
31/12/2016,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8385,20964,2.500178891
31/03/2017,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8585,22174,2.582877111
30/06/2017,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8546,21591,2.526445121
30/09/2017,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8697,20412,2.347016212
31/12/2017,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8816,22024,2.498185118
31/03/2018,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,9137,20239,2.215059648
30/06/2018,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,9042,18239,2.017142225
30/09/2018,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,8977,19652,2.18915005
31/12/2018,S08000023,NHS Lanarkshire,S12000029,South Lanarkshire,Emergency Inpatients,9037,19778,2.18855815
31/12/2013,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1978,6707,3.390798787
31/03/2014,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2115,7041,3.329078014
30/06/2014,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2094,7343,3.506685769
30/09/2014,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1982,6841,3.451564077
31/12/2014,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1995,7024,3.520802005
31/03/2015,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2061,7766,3.768073751
30/06/2015,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2053,7019,3.418899172
30/09/2015,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2010,6297,3.132835821
31/12/2015,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1945,6320,3.249357326
31/03/2016,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2028,5805,2.862426036
30/06/2016,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1932,5864,3.035196687
30/09/2016,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1890,5080,2.687830688
31/12/2016,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,1995,6417,3.216541353
31/03/2017,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2056,5919,2.878891051
30/06/2017,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2047,5708,2.788470933
30/09/2017,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2092,5606,2.679732314
31/12/2017,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2191,6191,2.825650388
31/03/2018,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2103,5767,2.742272943
30/06/2018,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2065,5337,2.584503632
30/09/2018,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2020,5332,2.63960396
31/12/2018,S08000024,NHS Lothian,S12000010,East Lothian,Emergency Inpatients,2003,5085,2.538691962
31/12/2013,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8863,29558,3.334988153
31/03/2014,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8954,31176,3.481795845
30/06/2014,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9134,29629,3.24381432
30/09/2014,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9095,30309,3.332490379
31/12/2014,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9303,30825,3.313447275
31/03/2015,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9210,31590,3.429967427
30/06/2015,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8996,29275,3.2542241
30/09/2015,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9018,29642,3.286981592
31/12/2015,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9001,29334,3.258971225
31/03/2016,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9009,28311,3.142524143
30/06/2016,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8849,26481,2.99254153
30/09/2016,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8836,24794,2.806020824
31/12/2016,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8690,27405,3.153624856
31/03/2017,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8609,25720,2.987571146
30/06/2017,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8985,25775,2.868670006
30/09/2017,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9051,25286,2.79372445
31/12/2017,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9288,27076,2.915159345
31/03/2018,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8836,28458,3.220688094
30/06/2018,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8675,26042,3.001959654
30/09/2018,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,8764,28044,3.199908717
31/12/2018,S08000024,NHS Lothian,S12000036,"Edinburgh, City of",Emergency Inpatients,9331,25926,2.778480334
31/12/2013,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1845,6247,3.385907859
31/03/2014,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1985,6795,3.423173804
30/06/2014,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2070,6925,3.345410628
30/09/2014,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1935,6225,3.217054264
31/12/2014,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2023,6305,3.116658428
31/03/2015,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2055,6530,3.177615572
30/06/2015,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1985,6813,3.432241814
30/09/2015,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2021,5955,2.946561108
31/12/2015,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2027,6345,3.130241737
31/03/2016,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1895,5405,2.852242744
30/06/2016,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1790,5080,2.837988827
30/09/2016,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1906,5692,2.986358867
31/12/2016,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1945,5791,2.977377892
31/03/2017,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1930,5744,2.976165803
30/06/2017,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2015,5552,2.755334988
30/09/2017,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2070,5719,2.762801932
31/12/2017,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2041,6312,3.092601666
31/03/2018,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2046,5489,2.682795699
30/06/2018,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1930,5634,2.919170984
30/09/2018,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,1885,5151,2.732625995
31/12/2018,S08000024,NHS Lothian,S12000019,Midlothian,Emergency Inpatients,2037,5146,2.526264114
31/12/2013,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,15598,51851,3.324208232
31/03/2014,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16050,54659,3.405545171
30/06/2014,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16310,53428,3.275781729
30/09/2014,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16218,53593,3.304538167
31/12/2014,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16582,55453,3.344168375
31/03/2015,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16569,56600,3.416017865
30/06/2015,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16222,53226,3.281099741
30/09/2015,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16222,51906,3.199728763
31/12/2015,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16284,52680,3.235077377
31/03/2016,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16051,51163,3.187527257
30/06/2016,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,15796,47592,3.012914662
30/09/2016,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,15878,45523,2.867048747
31/12/2016,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,15938,50197,3.149516878
31/03/2017,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,15989,48295,3.020514103
30/06/2017,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16422,46826,2.851418828
30/09/2017,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16600,46413,2.795963855
31/12/2017,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16910,49547,2.930041396
31/03/2018,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16509,50236,3.042946272
30/06/2018,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16020,46951,2.930774032
30/09/2018,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,16249,48479,2.983506677
31/12/2018,S08000024,NHS Lothian,S08000024,NHS Lothian,Emergency Inpatients,17264,46880,2.715477294
31/03/2014,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,0,NA
30/06/2014,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,0,NA
30/09/2014,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,5,NA
31/12/2014,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,0,NA
31/03/2015,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,10,NA
30/06/2015,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,205,41
30/09/2015,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,5,1
31/12/2015,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,14,2.8
31/03/2016,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,16,3.2
30/06/2016,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,0,5,NA
30/09/2016,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,5,1
31/12/2016,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,5,6,1.2
31/03/2017,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,10,24,2.4
30/06/2017,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,20,57,2.85
30/09/2017,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,25,56,2.24
31/12/2017,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,26,91,3.5
31/03/2018,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,52,108,2.076923077
30/06/2018,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,76,207,2.723684211
30/09/2018,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,103,273,2.650485437
31/12/2018,S08000024,NHS Lothian,NA,Other,Emergency Inpatients,122,261,2.139344262
31/12/2013,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,2912,9339,3.207074176
31/03/2014,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,2994,9645,3.221442886
30/06/2014,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3010,9530,3.166112957
30/09/2014,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3205,10210,3.185647426
31/12/2014,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3259,11298,3.466707579
31/03/2015,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3241,10704,3.302684357
30/06/2015,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3182,9914,3.115650534
30/09/2015,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3168,10008,3.159090909
31/12/2015,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3306,10667,3.226557774
31/03/2016,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3115,11626,3.732263242
30/06/2016,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3224,10163,3.152295285
30/09/2016,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3240,9953,3.07191358
31/12/2016,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3302,10578,3.203513022
31/03/2017,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3383,10888,3.218445167
30/06/2017,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3358,9734,2.898749256
30/09/2017,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3359,9746,2.901458767
31/12/2017,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3364,9877,2.93608799
31/03/2018,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3472,10414,2.999423963
30/06/2018,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3274,9731,2.972205254
30/09/2018,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3477,9679,2.783721599
31/12/2018,S08000024,NHS Lothian,S12000040,West Lothian,Emergency Inpatients,3771,10462,2.774330416
31/12/2013,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,238,1041,4.37394958
31/03/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,366,1229,3.357923497
30/06/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,539,1393,2.584415584
30/09/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,512,1471,2.873046875
31/12/2014,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,513,1619,3.155945419
31/03/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,550,1597,2.903636364
30/06/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,475,1363,2.869473684
30/09/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,495,1702,3.438383838
31/12/2015,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,473,1759,3.718816068
31/03/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,479,1337,2.791231733
30/06/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,430,1279,2.974418605
30/09/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,420,1268,3.019047619
31/12/2016,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,398,1141,2.866834171
31/03/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,410,1491,3.636585366
30/06/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,444,1877,4.227477477
30/09/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,424,1501,3.54009434
31/12/2017,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,472,1770,3.75
31/03/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,461,1776,3.852494577
30/06/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,492,1589,3.229674797
30/09/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,499,1635,3.276553106
31/12/2018,S08000025,NHS Orkney,S08000025,NHS Orkney,Emergency Inpatients,514,1840,3.579766537
31/12/2013,S08000025,NHS Orkney,S12000023,Orkney Islands,Emergency Inpatients,238,1041,4.37394958
