hb_name,hb_code,loc_name,loc_code,measure,sex,age,quarter_date,avlos,los,stays
Shkhara,Shkhara,Red-necked Grebe,Podiceps grisegena,Elective Inpatients,Male,40-49,2018-10-01,0,460,158
Grand Combin,Grand Combin,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,70-79,2018-04-01,26,7168,2012
Grand Combin,Grand Combin,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,70-79,2018-07-01,28,7160,2058
Grand Combin,Grand Combin,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,70-79,2018-10-01,28,7476,1899
Shkhara,Shkhara,Murphy's Petrel,Pterodroma ultima,Elective Inpatients,Female,30-39,2018-04-01,4,277,136
Shkhara,Shkhara,Murphy's Petrel,Pterodroma ultima,Elective Inpatients,Female,30-39,2018-07-01,8,319,129
Shkhara,Shkhara,Murphy's Petrel,Pterodroma ultima,Elective Inpatients,Female,30-39,2018-10-01,2,299,119
Finsteraarhorn,Finsteraarhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,10-19,2018-04-01,9,43,34
Finsteraarhorn,Finsteraarhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,10-19,2018-07-01,5,43,38
Finsteraarhorn,Finsteraarhorn,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,10-19,2018-10-01,1,42,38
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,90+,2018-04-01,7,14,346
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,90+,2018-07-01,7,14,384
Rimpfischhorn,Rimpfischhorn,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Male,90+,2018-10-01,1,14,399
Mont Blanc,Mont Blanc,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,70-79,2018-04-01,5,22,1585
Mont Blanc,Mont Blanc,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,70-79,2018-07-01,0,22,1506
Mont Blanc,Mont Blanc,Mottled Petrel,Pterodroma inexpectata,All Daycases,Female,70-79,2018-10-01,7,20,1717
Matterhorn,Matterhorn,Laysan Albatross,Phoebastria immutabilis,Elective Inpatients,Female,60-69,2018-04-01,8,920,192
Matterhorn,Matterhorn,Laysan Albatross,Phoebastria immutabilis,Elective Inpatients,Female,60-69,2018-07-01,4,877,211
Matterhorn,Matterhorn,Laysan Albatross,Phoebastria immutabilis,Elective Inpatients,Female,60-69,2018-10-01,5,999,211
Dom,Dom,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Male,70-79,2018-04-01,17,6979,727
Dom,Dom,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Male,70-79,2018-07-01,17,5855,634
Dom,Dom,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Male,70-79,2018-10-01,18,6419,682
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,80-89,2018-04-01,15,2833,325
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,80-89,2018-07-01,15,2891,332
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Female,80-89,2018-10-01,16,2805,305
Dom,Dom,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,50-59,2018-04-01,5,0,437
Dom,Dom,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,50-59,2018-07-01,3,5,449
Dom,Dom,Black-vented Shearwater,Puffinus opisthomelas,All Daycases,Female,50-59,2018-10-01,8,5,449
Dent Blanche,Dent Blanche,Arctic Loon,Gavia arctica,All Daycases,Male,80-89,2018-04-01,9,23,1085
Dent Blanche,Dent Blanche,Arctic Loon,Gavia arctica,All Daycases,Male,80-89,2018-07-01,0,21,1007
Dent Blanche,Dent Blanche,Arctic Loon,Gavia arctica,All Daycases,Male,80-89,2018-10-01,7,22,1120
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Male,90+,2018-04-01,2,23,738
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Male,90+,2018-07-01,8,23,724
Grand Combin,Grand Combin,Least Grebe,Tachybaptus dominicus,All Daycases,Male,90+,2018-10-01,7,26,854
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,30-39,2018-04-01,6,4,496
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,30-39,2018-07-01,0,1,557
Mont Blanc,Mont Blanc,Pied-billed Grebe,Podilymbus podiceps,All Daycases,Male,30-39,2018-10-01,5,8,604
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,60-69,2018-04-01,2,16,2280
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,60-69,2018-07-01,6,16,2549
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Female,60-69,2018-10-01,8,17,2262
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,All Daycases,Male,50-59,2018-04-01,4,3,752
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,All Daycases,Male,50-59,2018-07-01,0,3,636
Finsteraarhorn,Finsteraarhorn,White-chinned Petrel,Procellaria aequinoctialis,All Daycases,Male,50-59,2018-10-01,3,2,733
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,50-59,2018-04-01,4,9,524
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,50-59,2018-07-01,1,5,552
Matterhorn,Matterhorn,Western Grebe,Aechmophorus occidentalis,All Daycases,Female,50-59,2018-10-01,8,7,527
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,90+,2018-04-01,2,24,785
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,90+,2018-07-01,8,24,853
Grand Combin,Grand Combin,Black-browed Albatross,Thalassarche melanophris,All Daycases,Male,90+,2018-10-01,9,24,774
Monte Rosa,Monte Rosa,Red-necked Grebe,Podiceps grisegena,Emergency Inpatients,Male,30-39,2018-04-01,8,623,173
Monte Rosa,Monte Rosa,Red-necked Grebe,Podiceps grisegena,Emergency Inpatients,Male,30-39,2018-07-01,7,526,164
Monte Rosa,Monte Rosa,Red-necked Grebe,Podiceps grisegena,Emergency Inpatients,Male,30-39,2018-10-01,9,560,152
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Male,90+,2018-04-01,3,0,117
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Male,90+,2018-07-01,6,2,120
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Male,90+,2018-10-01,3,7,113
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,80-89,2018-04-01,15,2225,247
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,80-89,2018-07-01,14,2552,242
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Female,80-89,2018-10-01,15,2474,242
Dent Blanche,Dent Blanche,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,40-49,2018-04-01,15,4373,988
Dent Blanche,Dent Blanche,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,40-49,2018-07-01,14,3825,875
Dent Blanche,Dent Blanche,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Male,40-49,2018-10-01,15,3781,906
Grandes Jorasses,Grandes Jorasses,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Male,80-89,2018-04-01,16,2912,418
Grandes Jorasses,Grandes Jorasses,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Male,80-89,2018-07-01,15,2864,438
Grandes Jorasses,Grandes Jorasses,Wedge-rumped Storm-Petrel,Oceanodroma tethys,Elective Inpatients,Male,80-89,2018-10-01,15,2685,431
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,70-79,2018-04-01,3,2,572
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,70-79,2018-07-01,0,4,552
Dom,Dom,European Storm-Petrel,Hydrobates pelagicus,All Daycases,Male,70-79,2018-10-01,2,3,569
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Female,60-69,2018-04-01,5,17,2278
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Female,60-69,2018-07-01,4,17,2404
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Female,60-69,2018-10-01,2,17,2282
Dent Blanche,Dent Blanche,Western Grebe,Aechmophorus occidentalis,Elective Inpatients,Female,30-39,2018-04-01,7,299,185
Dent Blanche,Dent Blanche,Western Grebe,Aechmophorus occidentalis,Elective Inpatients,Female,30-39,2018-07-01,3,354,195
Dent Blanche,Dent Blanche,Western Grebe,Aechmophorus occidentalis,Elective Inpatients,Female,30-39,2018-10-01,7,347,182
Weisshorn,Weisshorn,Streaked Shearwater,Calonectris leucomelas,Elective Inpatients,Male,20-29,2018-04-01,3,121,88
Weisshorn,Weisshorn,Streaked Shearwater,Calonectris leucomelas,Elective Inpatients,Male,20-29,2018-07-01,1,122,94
Weisshorn,Weisshorn,Streaked Shearwater,Calonectris leucomelas,Elective Inpatients,Male,20-29,2018-10-01,4,132,84
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,60-69,2018-04-01,13,680,232
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,60-69,2018-07-01,13,693,257
Finsteraarhorn,Finsteraarhorn,Stejneger's Petrel,Pterodroma longirostris,Elective Inpatients,Male,60-69,2018-10-01,12,731,227
Mont Blanc,Mont Blanc,Common Loon,Gavia immer,Emergency Inpatients,Female,80-89,2018-04-01,33,21355,1171
Mont Blanc,Mont Blanc,Common Loon,Gavia immer,Emergency Inpatients,Female,80-89,2018-07-01,34,22293,1284
Mont Blanc,Mont Blanc,Common Loon,Gavia immer,Emergency Inpatients,Female,80-89,2018-10-01,32,23314,1295
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Male,0-9,2018-04-01,3,12,2
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Male,0-9,2018-07-01,4,13,0
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,Emergency Inpatients,Male,0-9,2018-10-01,4,12,2
Mont Blanc,Mont Blanc,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,60-69,2018-04-01,21,12512,1867
Mont Blanc,Mont Blanc,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,60-69,2018-07-01,20,13506,1992
Mont Blanc,Mont Blanc,Short-tailed Albatross,Phoebastria albatrus,Emergency Inpatients,Female,60-69,2018-10-01,20,12473,2054
Grandes Jorasses,Grandes Jorasses,Least Grebe,Tachybaptus dominicus,All Daycases,Male,40-49,2018-04-01,3,5,1119
Grandes Jorasses,Grandes Jorasses,Least Grebe,Tachybaptus dominicus,All Daycases,Male,40-49,2018-07-01,7,6,1032
Grandes Jorasses,Grandes Jorasses,Least Grebe,Tachybaptus dominicus,All Daycases,Male,40-49,2018-10-01,4,1,1092
Matterhorn,Matterhorn,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,80-89,2018-04-01,25,13346,553
Matterhorn,Matterhorn,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,80-89,2018-07-01,23,11829,523
Matterhorn,Matterhorn,Yellow-billed Loon,Gavia adamsii,Emergency Inpatients,Male,80-89,2018-10-01,22,13019,562
Rimpfischhorn,Rimpfischhorn,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,30-39,2018-04-01,0,575,288
Rimpfischhorn,Rimpfischhorn,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,30-39,2018-07-01,0,535,310
Rimpfischhorn,Rimpfischhorn,Black-footed Albatross,Phoebastria nigripes,Elective Inpatients,Male,30-39,2018-10-01,0,582,323
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,50-59,2018-04-01,17,7578,1149
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,50-59,2018-07-01,17,7564,1163
Shkhara,Shkhara,Least Grebe,Tachybaptus dominicus,Emergency Inpatients,Female,50-59,2018-10-01,18,7742,1207
Matterhorn,Matterhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,50-59,2018-04-01,12,4671,634
Matterhorn,Matterhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,50-59,2018-07-01,12,4368,715
Matterhorn,Matterhorn,Flesh-footed Shearwater,Puffinus carneipes,Emergency Inpatients,Male,50-59,2018-10-01,12,4364,711
Finsteraarhorn,Finsteraarhorn,Cook's Petrel,Pterodroma cookii,Emergency Inpatients,Female,10-19,2018-04-01,9,370,157
Finsteraarhorn,Finsteraarhorn,Cook's Petrel,Pterodroma cookii,Emergency Inpatients,Female,10-19,2018-07-01,2,394,155
Finsteraarhorn,Finsteraarhorn,Cook's Petrel,Pterodroma cookii,Emergency Inpatients,Female,10-19,2018-10-01,0,401,141
Finsteraarhorn,Finsteraarhorn,Common Loon,Gavia immer,Emergency Inpatients,Male,70-79,2018-04-01,37,9264,1016
Finsteraarhorn,Finsteraarhorn,Common Loon,Gavia immer,Emergency Inpatients,Male,70-79,2018-07-01,39,9339,1138
Finsteraarhorn,Finsteraarhorn,Common Loon,Gavia immer,Emergency Inpatients,Male,70-79,2018-10-01,37,9506,1013
Finsteraarhorn,Finsteraarhorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,80-89,2018-04-01,19,1264,150
Finsteraarhorn,Finsteraarhorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,80-89,2018-07-01,20,1285,156
Finsteraarhorn,Finsteraarhorn,Least Grebe,Tachybaptus dominicus,Elective Inpatients,Male,80-89,2018-10-01,18,1292,169
Weisshorn,Weisshorn,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-04-01,0,25,26
Weisshorn,Weisshorn,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-07-01,7,26,26
Weisshorn,Weisshorn,Wilson's Storm-Petrel,Oceanites oceanicus,Elective Inpatients,Male,0-9,2018-10-01,6,26,26
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,30-39,2018-04-01,7,282,131
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,30-39,2018-07-01,9,272,127
Shkhara,Shkhara,Manx Shearwater,Puffinus puffinus,Elective Inpatients,Male,30-39,2018-10-01,0,240,131
Grand Combin,Grand Combin,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,0-9,2018-04-01,9,152,156
Grand Combin,Grand Combin,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,0-9,2018-07-01,4,175,166
Grand Combin,Grand Combin,Cook's Petrel,Pterodroma cookii,Elective Inpatients,Female,0-9,2018-10-01,8,165,149
Elbrus,Elbrus,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,90+,2018-04-01,5,6,11
Elbrus,Elbrus,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,90+,2018-07-01,2,5,12
Elbrus,Elbrus,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,90+,2018-10-01,5,4,11
Grandes Jorasses,Grandes Jorasses,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,60-69,2018-04-01,4,1826,669
Grandes Jorasses,Grandes Jorasses,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,60-69,2018-07-01,1,1906,766
Grandes Jorasses,Grandes Jorasses,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,60-69,2018-10-01,0,1859,737
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Female,90+,2018-04-01,42,8029,255
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Female,90+,2018-07-01,45,8192,263
Dent Blanche,Dent Blanche,Buller's Shearwater,Puffinus bulleri,Emergency Inpatients,Female,90+,2018-10-01,44,7452,256
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,All Daycases,Female,50-59,2018-04-01,2,9,71
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,All Daycases,Female,50-59,2018-07-01,7,6,71
Elbrus,Elbrus,Black-browed Albatross,Thalassarche melanophris,All Daycases,Female,50-59,2018-10-01,3,8,80
Grand Combin,Grand Combin,Horned Grebe,Podiceps auritus,Elective Inpatients,Female,80-89,2018-04-01,38,9231,1176
Grand Combin,Grand Combin,Horned Grebe,Podiceps auritus,Elective Inpatients,Female,80-89,2018-07-01,35,8564,1146
Grand Combin,Grand Combin,Horned Grebe,Podiceps auritus,Elective Inpatients,Female,80-89,2018-10-01,37,8680,1191
Dykh-Tau,Dykh-Tau,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Female,40-49,2018-04-01,9,8,44
Dykh-Tau,Dykh-Tau,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Female,40-49,2018-07-01,8,4,47
Dykh-Tau,Dykh-Tau,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Female,40-49,2018-10-01,0,2,46
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Female,30-39,2018-04-01,0,3,339
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Female,30-39,2018-07-01,2,0,358
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,All Daycases,Female,30-39,2018-10-01,6,4,345
Dykh-Tau,Dykh-Tau,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,40-49,2018-04-01,1,8,45
Dykh-Tau,Dykh-Tau,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,40-49,2018-07-01,5,0,45
Dykh-Tau,Dykh-Tau,Buller's Shearwater,Puffinus bulleri,All Daycases,Female,40-49,2018-10-01,9,4,46
Grandes Jorasses,Grandes Jorasses,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,60-69,2018-04-01,23,13533,3096
Grandes Jorasses,Grandes Jorasses,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,60-69,2018-07-01,24,12193,2885
Grandes Jorasses,Grandes Jorasses,Black-footed Albatross,Phoebastria nigripes,Emergency Inpatients,Male,60-69,2018-10-01,25,13549,3004
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Female,30-39,2018-04-01,3,2,1198
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Female,30-39,2018-07-01,3,2,1051
Rimpfischhorn,Rimpfischhorn,Pink-footed Shearwater,Puffinus creatopus,All Daycases,Female,30-39,2018-10-01,8,7,1038
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,80-89,2018-04-01,5,80,3844
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,80-89,2018-07-01,9,79,3876
Grand Combin,Grand Combin,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,80-89,2018-10-01,5,78,3984
Shkhara,Shkhara,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,90+,2018-04-01,16,681,44
Shkhara,Shkhara,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,90+,2018-07-01,16,661,44
Shkhara,Shkhara,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,90+,2018-10-01,15,657,41
Grandes Jorasses,Grandes Jorasses,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Male,0-9,2018-04-01,7,1,195
Grandes Jorasses,Grandes Jorasses,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Male,0-9,2018-07-01,7,4,203
Grandes Jorasses,Grandes Jorasses,Wedge-tailed Shearwater,Puffinus pacificus,All Daycases,Male,0-9,2018-10-01,1,6,197
Grand Combin,Grand Combin,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,20-29,2018-04-01,21,6502,2312
Grand Combin,Grand Combin,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,20-29,2018-07-01,23,6283,1978
Grand Combin,Grand Combin,Sooty Shearwater,Puffinus griseus,Emergency Inpatients,Male,20-29,2018-10-01,21,5438,2078
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,10-19,2018-04-01,0,356,129
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,10-19,2018-07-01,9,342,127
Finsteraarhorn,Finsteraarhorn,Black-capped Petrel,Pterodroma hasitata,Emergency Inpatients,Male,10-19,2018-10-01,4,317,136
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,0-9,2018-04-01,6,389,155
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,0-9,2018-07-01,0,420,172
Mont Blanc,Mont Blanc,Stejneger's Petrel,Pterodroma longirostris,Emergency Inpatients,Female,0-9,2018-10-01,3,398,176
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-04-01,3,222,125
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-07-01,4,210,141
Dent Blanche,Dent Blanche,Band-rumped Storm-Petrel,Oceanodroma castro,Elective Inpatients,Male,20-29,2018-10-01,1,208,128
Grandes Jorasses,Grandes Jorasses,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,40-49,2018-04-01,0,3,1085
Grandes Jorasses,Grandes Jorasses,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,40-49,2018-07-01,4,4,1053
Grandes Jorasses,Grandes Jorasses,Fork-tailed Storm-Petrel,Oceanodroma furcata,All Daycases,Male,40-49,2018-10-01,6,4,1121
Dent Blanche,Dent Blanche,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Male,80-89,2018-04-01,14,2559,306
Dent Blanche,Dent Blanche,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Male,80-89,2018-07-01,15,2197,306
Dent Blanche,Dent Blanche,White-faced Storm-Petrel,Pelagodroma marina,Elective Inpatients,Male,80-89,2018-10-01,14,2105,276
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,Emergency Inpatients,Male,20-29,2018-04-01,12,868,294
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,Emergency Inpatients,Male,20-29,2018-07-01,13,933,309
Finsteraarhorn,Finsteraarhorn,Band-rumped Storm-Petrel,Oceanodroma castro,Emergency Inpatients,Male,20-29,2018-10-01,12,934,330
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Female,50-59,2018-04-01,18,3391,1601
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Female,50-59,2018-07-01,17,3146,1426
Grand Combin,Grand Combin,Red-throated Loon,Gavia stellata,Elective Inpatients,Female,50-59,2018-10-01,18,3417,1453
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-04-01,6,0,71
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-07-01,4,0,71
Dom,Dom,Yellow-nosed Albatross,Thalassarche chlororhynchos,All Daycases,Male,90+,2018-10-01,4,2,73
Dent Blanche,Dent Blanche,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,60-69,2018-04-01,26,14040,1971
Dent Blanche,Dent Blanche,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,60-69,2018-07-01,26,12406,2058
Dent Blanche,Dent Blanche,Eared Grebe,Podiceps nigricollis,Emergency Inpatients,Female,60-69,2018-10-01,26,13531,2070
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,80-89,2018-04-01,20,1316,164
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,80-89,2018-07-01,20,1328,187
Finsteraarhorn,Finsteraarhorn,Short-tailed Albatross,Phoebastria albatrus,Elective Inpatients,Female,80-89,2018-10-01,22,1528,176
Finsteraarhorn,Finsteraarhorn,Yellow-billed Loon,Gavia adamsii,All Daycases,Male,50-59,2018-04-01,6,8,751
Finsteraarhorn,Finsteraarhorn,Yellow-billed Loon,Gavia adamsii,All Daycases,Male,50-59,2018-07-01,0,6,726
Finsteraarhorn,Finsteraarhorn,Yellow-billed Loon,Gavia adamsii,All Daycases,Male,50-59,2018-10-01,2,4,722
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Female,90+,2018-04-01,0,5,109
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Female,90+,2018-07-01,7,5,115
Finsteraarhorn,Finsteraarhorn,Horned Grebe,Podiceps auritus,All Daycases,Female,90+,2018-10-01,7,7,108
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Male,60-69,2018-04-01,1,15,2356
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Male,60-69,2018-07-01,4,15,2260
Grandes Jorasses,Grandes Jorasses,Common Loon,Gavia immer,All Daycases,Male,60-69,2018-10-01,9,15,2112
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,0-9,2018-04-01,8,477,256
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,0-9,2018-07-01,0,440,270
Grandes Jorasses,Grandes Jorasses,Yellow-nosed Albatross,Thalassarche chlororhynchos,Emergency Inpatients,Female,0-9,2018-10-01,3,472,262
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-04-01,4,746,570
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-07-01,6,656,508
Grand Combin,Grand Combin,Black-vented Shearwater,Puffinus opisthomelas,Elective Inpatients,Male,20-29,2018-10-01,1,626,553
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Male,40-49,2018-04-01,3,409,167
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Male,40-49,2018-07-01,3,450,148
Shkhara,Shkhara,Ashy Storm-Petrel,Oceanodroma homochroa,Elective Inpatients,Male,40-49,2018-10-01,2,462,150
